sent_id,sent_text,sent_label1,sent_label2,sent_label3
417-84661-0,Me pregunto cada día más para qué sirven todos los impuestos y tasas que pago a lo largo de mi vida si cada día que pasa me quitan servicios que antes tenía y ahora he de pagar directamente además de seguir pagando los mismos impuestos.,NO,SPAM,NONE
417-84661-1,"Pido que, cuando me quiten un servicio, me lo descuenten de los impuestos inmediatamente.",NO,SPAM,NONE
417-84796-0,Son teléfonos de servicio público y cuando se usan no debería tener cargos adicionales.,YES,CLAIM,NONE
417-84849-0,Me parece justo que tales teléfonos sean gratuitos por tratarse de servicios prestados al ciudadano.,YES,CLAIM,NONE
417-84883-0,Lo normal es que Industria regule que las compañías telefonicas no cobren esas llamadas.,NO,SPAM,NONE
417-84883-1,La mayor parte de la gente lo desconoce y seguro que eso aporta mucho dinero a las compañías.,NO,SPAM,NONE
417-84996-0,Algunos confunden llamadas gratuitas con que a ellos por su contrato con su compañía no se las cobren.,NO,SPAM,NONE
417-84996-1,"Por cierto, es una soberana chapuza que una parte muy grande de las propuestas que hemos estado votando, el Ayuntamiento no se moleste en decir si son competencia del ayuntamiento o si son solo leyendas urbanas.",NO,SPAM,NONE
417-84996-2,Fuegos de artificio y currar poquito.,NO,SPAM,NONE
417-85167-0,"Ok con que sea gratuito, siempre que el servicio lo presten voluntarios sin sueldo.",YES,PREMISE,CONDITION
417-85167-1,"Pero como no creo que sea ese el caso, prefiero que lo paguen los que lo utilizan y no que vaya a mi costa.",YES,PREMISE,OPPOSITION
417-85167-2,"Vamos, el mismo principio que queréis aplicar respecto del IBI a los edificios de la Iglesia, que es que el patrimonio nacional lo pague quien lo use, en ese caso, los cristianos.",YES,PREMISE,RESTATEMENT
417-85391-0,"De que nos sirve que las compañías telefónicas nos venden que podemos llamar a todos los teléfonos de toda España pagando una cuota fija, si cuando necesitamos hablar con nuestro Ayuntamiento o policía nos cuesta el dinero, y por supuesto con unos precios muy caros.",NO,SPAM,NONE
417-85462-0,Son teléfonos de servicio público.,NO,SPAM,NONE
417-85807-0,"Todos los teléfonos que nos relacionen con la administración local o estatal, y con las empresas que nos suministran los servicios básicos, agua, luz, gas, banco deben ser gratuitos y tendremos que presionar a las empresas de telefonía que se nieguen.",YES,CLAIM,NONE
417-85807-1,"Mi madre tiene más de 80 años y no lee vuestra valiosa información, pero también tiene derecho.",YES,PREMISE,ADDITION
417-86596-0,"Creo que todos los teléfonos que sirvan para comunicarte con organismos públicos o servicios al ciudadano deben ser gratuitos, no veo lógico si como vecino puedes aportar algo a la comunidad tengas que pagar teléfono.",YES,CLAIM,NONE
417-86596-1,Gracias.,NO,SPAM,NONE
417-89640-0,Te dejo esta propuesta por si te interesa.,NO,SPAM,NONE
417-91181-0,Os dejo esta propuesta y votadla si os parece interesante por favor: .,NO,SPAM,NONE
417-97563-0,"Porfa, que alguien retome esta propuesta para con un año por delante, recabar más apoyos además de que repitan los más de 16000 que la habían apoyado antes de caducar Las peticiones de los ciudadanos no deberían caducar como si fuera un pastel o una medicina.",NO,SPAM,NONE
417-97563-1,Si se pone de nuevo que se Notifique lo más y mejor posible.,NO,SPAM,NONE
494-97563-0,Plan integral contra grafitis,YES,CLAIM,NONE
494-97563-0,Limpieza integral de las paredes y cierres grafiteados.,NO,SPAM,NONE
494-97563-1,Vigilancia real por parte de la policía.,NO,SPAM,NONE
494-97563-2,Disuadir a los infractores con multas o trabajos comunitarios.,NO,SPAM,NONE
494-97563-3,Lugares dedicados para grafitis.,NO,SPAM,NONE
494-97563-0,"El centro de Madrid es maravilloso, pero no hay barrio que no dé un aspecto realmente degradado a consecuencia de los miles de grafitis que ensucian fachadas y cierres metálicos de comercios.",NO,SPAM,NONE
494-97563-1,Pero este problema afecta a toda la ciudad.,NO,SPAM,NONE
494-97563-2,Necesitamos poner en valor la belleza de nuestra ciudad.,NO,SPAM,NONE
494-97563-3,La limpieza de nuestro entorno nos define como ciudadanos y es nuestra carta de presentación a quienes nos visitan.,NO,SPAM,NONE
494-97563-4,"Propongo un plan integral para atajar este problema, se me ocurren algunas líneas de acción, estoy seguro que el ayuntamiento Y los ciudadanos podréis mejorarlas.",YES,CLAIM,NONE
494-97563-5,Serían las siguientes: - Limpieza integral de fachadas y cierres metálicos.,YES,CLAIM,NONE
494-97563-6,- Patrullas de vigilancia de incógnito que permita pillar in fraganti a los grafiteros.,YES,CLAIM,NONE
494-97563-7,- Brigada de investigación de este delito.,NO,SPAM,NONE
494-97563-8,¡En otras ciudades hasta participan grafólogos! Parece ciencia ficción pero no lo es.,NO,SPAM,NONE
494-97563-9,"- Un programa de castigo no tienen por qué ser multas a los infractores, con servicios a la comunidad que impidan la reincidencia.",YES,CLAIM,NONE
494-97563-10,- Colaboración con la Comunidad de Madrid.,YES,CLAIM,NONE
494-97563-11,"Esto no es un problema exclusivo de la Capital, afecta a toda la Comunidad.",NO,SPAM,NONE
494-18315-0,"Por supuesto que hay que poner multas, la sanción es el único método disuasorio eficaz, y trabajos sociales que consistan en limpiar su propia pintada, y costeando ellos los productos de limpieza, para que se den cuenta de lo que cuest, tanto en dinero como en trabajo, la limpieza de las mismas.",YES,CLAIM,NONE
494-18315-1,"Las pintadas no so arte, si saben pintar, que pinten cuadros, o las paredes de su casa, pero que no ensucien lo de todos.",NO,SPAM,NONE
494-19700-0,También es una cuestión económica: limpiar los grafitis nos cuesta a los madrileños 12 millones al año: .,YES,CLAIM,NONE
494-19754-0,"La pintura en muros, dice David Lynch, ha arruinado el mundo.",NO,SPAM,NONE
494-19754-1,"Cuanto menos, la inmensa mayoría ha perdido el encanto: .",NO,SPAM,NONE
494-19945-0,Un problema largamente tratado por la prensa: .,NO,SPAM,NONE
494-19948-0,Otro artículo más para este dosier de prensa sobre esta lacra: .,NO,SPAM,NONE
494-19955-0,"Los grafitis, o más bien arte urbano, también pueden ser una forma de poner en valor zonas degradadas.",YES,CLAIM,NONE
494-81071-0,Grafitis es una cosa.,NO,SPAM,NONE
494-81071-1,Firmas de gamberros es otra.,NO,SPAM,NONE
494-19839-0,Una propuesta hermana sobre habilitar espacios autogestionados para los grafiteros: .,NO,SPAM,NONE
494-18688-0,"Considero que un garabato en una fachada, igual da su dimensión, no es arte.",YES,CLAIM,NONE
494-18688-1,Pero reconozcamos que hay auténticos artistas y urbanos que necesitan espacios donde expresar este arte callejero.,YES,PREMISE,CONCESSION
494-18688-2,"Hay que concienciar de que el espacio público y las fincas privadas no pueden ser lienzos de sus obras, nos gusten estas o no.",YES,CLAIM,NONE
494-18735-0,"No me opongo a las multas, pero me pregunto si son escarnio suficiente cuando a muchos chavales se las pagarán papá y mamá.",YES,PREMISE,REASON
494-18735-1,Creo más edificante y efectivo los trabajos comunitarios.,YES,CLAIM,NONE
494-18743-0,"Hay barrios absolutamente pintarrajeados como Malasaña y otros más alejados del distrito Centro, que dam un adpecto de suciedad y dejadez alarmantes.",NO,SPAM,NONE
494-18743-1,Los ciudadanos nos hemos acostumbrado y vemos esto como normal.,NO,SPAM,NONE
494-18743-2,Pero no lo es.,NO,SPAM,NONE
494-18743-3,Basta viajar por Europa para darse cuenta de que tenemos un problema.,NO,SPAM,NONE
494-19766-0,Existen productos químicos que disuelven los esmaltes y vinilos que crean barreras protectoras de la superficie.,NO,SPAM,NONE
494-19095-0,"El tema de los grafitis es serio, en nuestra comunidad gastamos un dineral en repitar paredes, entradas de garajes, puertas de entradas.",YES,PREMISE,REASON
494-19095-1,"Los parques parecen suburbios, están pintados los suelos, los bancos, los árboles, cualquier cosa destruyen la vegetación de los muros para pintar en ellos, dejan tirados los botes de spray por cualquier sitio, etc. Debería haber más vigilancia y multas o trabajos sociales para los infractores.",YES,PREMISE,REASON
494-19137-0,Gracias Antonio por tu apoyo y participación.,NO,SPAM,NONE
494-19139-0,Hemos llegado a la ridícula situación de que un comerciante tenga que mandar pintar el cierre de su negocio solo para que otros en general con menos gusto estético lo hagan por él.,NO,SPAM,NONE
494-19682-0,¿Qué opináis sobre habilitar espacios públicos para que los grafiteros que lo son de verdad desarrollen y expongan sus obras?.,YES,CLAIM,NONE
494-19688-0,"Lo hemos visto en ciudades como Málaga, donde la regeneración urbana a través de artistas callejeros es una realidad en el Soho.",NO,SPAM,NONE
494-19735-0,"Una crónica interesantísima sobre lo que hacen en Nueva York, Londres, París y Berlín para luchar contra los grafitis: .",NO,SPAM,NONE
494-19809-0,"Voto esta propuesta y pido apoyo a esta otra que busca acabar con las pegatinas de los cerrajeros, es más fácil, primero porque son empresas, segundo porque dejan su número de teléfono.",NO,SPAM,NONE
494-19836-0,Gracias ccascos.,NO,SPAM,NONE
494-19836-1,Me parece una buena iniciativa.,NO,SPAM,NONE
494-20690-0,Apoyo al 100 tu propuesta.,NO,SPAM,NONE
494-20690-1,Creé sin saberlo una similar.,NO,SPAM,NONE
494-20690-2,¿Pueden unirse? No sé bien cómo funciona esto.,NO,SPAM,NONE
494-20690-3,Votad.,NO,SPAM,NONE
494-20900-0,Pues decmomento no pueden unirse.,NO,SPAM,NONE
494-20900-1,Yo he mandado un mail con sugerencias a los desarrolladores.,NO,SPAM,NONE
494-20904-0,"Mira, aquí han creado una propuesta para que las iniciativas puedan unirse y sumar los apoyos: .",NO,SPAM,NONE
494-20693-0,Votado.,NO,SPAM,NONE
494-20693-1,"En Aluche tenemos este problema con la suciedad y dejadez del barrio, lleno de grafitis por favor votad.",NO,SPAM,NONE
494-20899-0,Gracias Fran por tu apoyo.,NO,SPAM,NONE
494-20922-0,Una propuesta concreta sobre el plan de habilitar zonas para grafitis en cada barrio: .,NO,SPAM,NONE
494-22183-0,"Se debería multar económicamente y con trabajos sociales gratuitos como limpiar los grafitis a todos aquellos que ensucian un lugar privado o público sin permiso, ya que hay auténticos artistas a los que se les debería pagar por hacer dibujos muy bonitos en puertas o persianas metálicas por ejemplo.",YES,CLAIM,NONE
494-22987-0,Otras dos propuesta similares: .,NO,SPAM,NONE
494-23612-0,Y otra más.,NO,SPAM,NONE
494-23612-1,Está claro que este tema preocupa.,NO,SPAM,NONE
494-23862-0,"Muchachos, según los medios culturales institucionales, que un niño de 15 años con problemas con su narcisismo te destroce la fachada del local o te llene el edificio con sus graffitis no es engorrinar la ciudad, sino que es cultura urbana Personalmente jamás podré considerar cultura a una forma de supuesta expresión que desde que se instauró mundialmente en los años 80-90 no ha evolucionado formalmente ni lo va a hacer salvo por la vía de lo barroco y exagerado.",NO,SPAM,NONE
494-23862-1,"En otras ciudades de Europa sí que existen expresiones artísticas callejeras que, gracias a dios, han superado la fase soy un narcisista adolescente que me encanta dibujar mi logo algo que me recuerda bastante a un perro marcando su territorio Para empezar deberíamos acabar de una vez con esa estúpida categoría de arte urbano y proponer un acercamiento un poquito más elegante a las formas de decorar un edificio que esté más allá de la cultura profundamente machista y xenófoba, del hip-hop.",YES,CLAIM,NONE
494-27936-0,Apoyado.,NO,SPAM,NONE
494-27936-1,El arte puede expresarse de muchas formas.,NO,SPAM,NONE
494-27936-2,Pero no con un garabato en una fachada.,NO,SPAM,NONE
494-27936-3,Al lado de los colegios institutos es un desastre para el barrio.,NO,SPAM,NONE
494-27936-4,Lo difícil es identificarlos;,NO,SPAM,NONE
494-27936-5,es tal la situación que la única forma de controlarlo e identificar los delitos es con el uso de cctv en los muros de cada comunidad.,YES,CLAIM,NONE
494-27936-6,Es una pena que se haya llegado a esta situación.,NO,SPAM,NONE
494-27936-7,Es un problema de educación y conciencia ciudadana.,NO,SPAM,NONE
494-31469-0,Propuesta repetida.,NO,SPAM,NONE
494-38164-0,Votado.,NO,SPAM,NONE
494-38164-1,"En Aluche tenemos este problema con la suciedad y dejadez del barrio, lleno de Grafitis por todas partes, la situación es crítica por favor votad.",NO,SPAM,NONE
494-38888-0,"Estoy de acuerdo con tu propuesta de limpieza integral, pero las brigadas de investigación y patrullas de vigilancia me parece mucha inversión para conseguir disuadir a algunos de hacer pintadas, y plan para la comunidad y lugares acondicionados estoy totalmente de acuerdo.",YES,PREMISE,OPPOSITION
494-38888-1,"Pongo un enlace a otra propuesta muy relacionada para que podamos cubrir los muros que ahora están llenos de firmas y grafitis cutres, con murales artísticos, con la colaboración del ayuntamiento y de los grafiteros artistas.",NO,SPAM,NONE
494-38888-2,"Habréis visto que la mejor manera de que no pongan la firmita dichosa es pintar un mural, muchos comercios lo han hecho.",YES,CLAIM,NONE
494-38888-3,"Todos ganamos, los vecinos vemos murales chulos en lugar de pintadas, los grafiteros profesionales tienen su espacio para expresarse, y los que solo saben poner garabatos en las paredes, que disfruten del arte y aprendan, en lugar de manchar paredes con sus firmitas.",YES,PREMISE,RESULT
494-75865-0,Eso es una leyenda urbana por lo menos en Madrid.,NO,SPAM,NONE
494-39017-0,Limpieza integral de fachadas además para eso pagamos ibi.,NO,SPAM,NONE
494-39017-1,Y para los infractores sanciones serias para que se les quiten las ganas.,NO,SPAM,NONE
494-39017-2,Y por supuesto vigilancia policial.,NO,SPAM,NONE
494-39017-3,"Los graffitis no son arte, son manchas sucias para las pareces y cierres.",NO,SPAM,NONE
494-39017-4,"Si quien pintar que pinten en su casa, no en las de los demás.",NO,SPAM,NONE
494-61618-0,"Me sorprende que esta propuesta no tenga más apoyos, porque se está convirtiendo en un problema realmente preocupante.",NO,SPAM,NONE
494-61917-0,"Totalmente de acuerdo, algo hay que hacer es horrible y nada se hace al respecto.",NO,SPAM,NONE
494-66928-0,"Estoy deacuerdo en todo, menos en habilitar zona para sus suciedades, que lo hagan en su casa, todo lodemas no es suyo.",NO,SPAM,NONE
494-67945-0,Me gustaría que echaseis un vistazo a esta propuesta.,NO,SPAM,NONE
494-71411-0,"Totalmente de acuerdo, podéis eliminar mi propuesta, esta es más completa.",NO,SPAM,NONE
494-75863-0,"La degradación de Madrid con las pintadas no conoce limites, está todo asqueroso hasta las zonas más emblematicas de la ciudad, hasta cuando tendremos que aguantar tener la c iudad tan asquerosa?.",NO,SPAM,NONE
494-81070-0,Graffitis o Firmas de Bandas callejeras?.,NO,SPAM,NONE
494-81070-1,El arte urbano es una cosa y las manchas que llenan Madrid es otra.,NO,SPAM,NONE
494-81070-2,Camina por el Centro y lo veras.,NO,SPAM,NONE
494-81070-3,Camina por Barrios como Salamanca y. Oh.,NO,SPAM,NONE
494-81070-4,Todo impecable.,NO,SPAM,NONE
494-142288-0,Pintar las fachadas de los edificios con nombres o apodos de personas o grupos no es arte.,NO,SPAM,NONE
494-142288-1,No entiendo cual es el beneficio.,NO,SPAM,NONE
494-142288-2,Nuestra ciudad parece un basurero.,NO,SPAM,NONE
494-142288-3,"Si pintas tu fachada para verla limpia, al día siguiente te han firmado mil veces.",NO,SPAM,NONE
494-142288-4,"En mi barrio, un grupito de chicos, que ya no son adolescentes llevan pintando tantos años que aunque tuvieran 10 años cuando empezaron ahora no serán adolescentes lo tiene todo pintado.",NO,SPAM,NONE
494-142288-5,"No es tan difícil, vigilen.",NO,SPAM,NONE
494-142288-6,Y que lo limpien.,NO,SPAM,NONE
494-142288-7,"También, y mientras averiguamos quienes son fotografíen los nombres y que se haga acumulativo el castigo.",NO,SPAM,NONE
494-155667-0,Es un problema que afecta al conjunto de la Comunidad de Madrid;,NO,SPAM,NONE
494-155667-1,"hay hasta edificios patrimonio del Estado y/o con valor histórico, llenos de estas marcas/firmas que dan una imagen injusta de ciudad sucia.",NO,SPAM,NONE
494-155667-2,Son tantas que estamos empezando a parecer el Harlem.,NO,SPAM,NONE
494-155667-3,En este país el turismo crea muchísimos puestos de trabajo.,NO,SPAM,NONE
494-155667-4,"Esas pintadas ni son arte ni son nada, es mierda en las paredes que hay que quitar con productos tóxicos, y nocivos para el personal que los limpia, y muy caros que se pagan del bolsillo de los contribuyentes.",YES,CLAIM,NONE
494-155667-5,Que lo hagan en el salón de su casa.,NO,SPAM,NONE
494-155667-6,"Sugiero lugares, gestionados por ellos mismos, para practicar el arte del grafiti y multas y trabajos para la comunidad, de varios meses de duración, al que se pille guarreando espacios ya sean públicos y privados y la colaboración ciudadana para convertir la ciudad en un lugar habitable, confortable y limpio, donde no nos haga daño a la vista esas canalladas que nada tienen de arte y sí de ataque a la propiedad.",YES,CLAIM,NONE
494-162653-0,El otro día estuve en el cementerio de Carabanchel viendo su preciosa ermita mudéjar.,NO,SPAM,NONE
494-162653-1,Me quedé horrorizada de que estuviera con grafittis en las paredes enladrilladas y lleno de coches aparcados a su puerta.,NO,SPAM,NONE
494-162653-2,"No se podría poner en valor esta joya limpiando sus ladrillos y ordenando el entorno más plazas de garaje, retirada de valla de la excárcel de Carabanchel.",NO,SPAM,NONE
494-162653-3,Etc.,NO,SPAM,NONE
494-162653-4,Es una pena que ni siquiera tenga un cartelito que indique la datación de la ermita y que no se pueda visitar de una manera normal en un fin de semana.,NO,SPAM,NONE
494-162653-5,Y era domingo.,NO,SPAM,NONE
494-162653-6,"El cementerio abierto, pero la ermita, no.",NO,SPAM,NONE
494-162653-7,Por favor.,NO,SPAM,NONE
494-162653-8,"Cuando una va a Castilla, hasta la más humilde ermita románica tiene su valor.",NO,SPAM,NONE
494-162653-9,Espero que Madrid lo haga pronto.,NO,SPAM,NONE
507-162653-0,Equilibrar riqueza entre la zona norte y sur de Madrid,YES,CLAIM,NONE
507-162653-0,Crear zonas de grandes edificios como ocurre en la Castellana norte y con su ampliación ya propuesta pero en la zona Sur de Madrid para equilibrar económicamente los barrios ricos del norte.,YES,CLAIM,NONE
507-162653-0,Replanificar la ampliación del paseo de la Castellana hacia la zona norte con más torres que enriquecen aún más la zona más rica de Madrid y produce más desequilibrio entre norte y sur.,YES,CLAIM,NONE
507-162653-1,"Esta replanificación supondría crear esa zona de gran riqueza económica en la zona sur de Madrid, en cualquiera de las zonas municipales existentes, o incluso aprovechando zonas mal aprovechadas.",YES,CLAIM,NONE
507-162653-2,"Una idea sería recalificar terrenos municipales en cualquiera de los barrios del sur de Madrid, que permitiera crear una gran zona de torres como en la zona norte y que podría venderse al sector privado, utilizando esa inversión privada para crear instalaciones municipales que ayuden a los vecinos del sur.",YES,CLAIM,NONE
507-162653-3,"Una posibilidad sería la estación de contenedores del Abroñigal, que tiene una ubicación ideal con conexión con M30 M40 y A4 con posibilidad de crear parada de cercanías al tener ya conexión con Atocha, y a escasos metros de la estación Sur de Autobuses.",YES,CLAIM,NONE
507-162653-4,"Todo esto lo haría ideal para que sea una zona interesante a inversores La estación pertenece a adifrenfe por tanto pseudo-publico, y al igual que se expropia a particulares para hacer una carretera, también se puede hacer aquí.",YES,CLAIM,NONE
507-162653-5,"Esta posibilidad es una de las muchas que podría valorar el ayuntamiento cualquiera de los barrios del sur afectados cerca de la caja mágica, en la zona de Entrevías pegado a M40 incluso soterrando todo el nudo sur con la inversión privada que se obtenga con la venta de esos terrenos construyendo las torres en toda esa nueva zona resultante y que podría mejorar barrios como:        .",YES,CLAIM,NONE
507-18270-0,Ya hay una propuesta como esta.,NO,SPAM,NONE
507-18270-1,"Unid los votos, por favor.",NO,SPAM,NONE
507-20101-0,Buenas compañero.,NO,SPAM,NONE
507-20101-1,Pásanos enlace para unir los temas y votos.,NO,SPAM,NONE
507-25080-0,No la encuentro.,NO,SPAM,NONE
507-18387-0,Completamente de acuerdo.,NO,SPAM,NONE
507-18803-0,Más inversión en la zona norte el sur siempre se lleva más tajada ESO es así.,NO,SPAM,NONE
507-21634-0,No comparto tu opinión.,NO,SPAM,NONE
507-22808-0,En Vallecas llevamos 23 años en el olvido más absoluto.,NO,SPAM,NONE
507-24332-0,23 sólo? ¡Poco me parece! Hace mucho no veo una apuesta firme del ayuntamiento en el barrio.,NO,SPAM,NONE
507-20437-0,Mi propuesta está alineada y engloba varias peticiones en especial para VIllaverde Saludos.,NO,SPAM,NONE
507-23718-0,Podría ser en esa zona.,NO,SPAM,NONE
507-22806-0,Me gustaría que le echarás un vistazo a ver que te parece esa propuesta.,NO,SPAM,NONE
507-22806-1,Gracias.,NO,SPAM,NONE
507-25558-0,Lo mismo pasa con los terrenos que tiene ADIF de logística en Villaverde Bajo.,YES,PREMISE,SIMILARITY
507-25558-1,Que se trasladen a otros terrenos por un canje o que se les expropie.,YES,CLAIM,NONE
507-25558-2,"No tienen sentido en el s. XXI dividiendo por completo los barrios de Villaverde Bajo, Los Rosales, El Espinillo, Butarque y San Cristóbal de los Ángeles.",YES,PREMISE,REASON
507-28736-0,Esas zonas también podrían valorarse para esta idea.,NO,SPAM,NONE
507-26334-0,Venimos del debate aquí: .,NO,SPAM,NONE
507-29880-0,No estoy de acuerdo porque traer a nuestros barrios esos grandes edificios de oficinas sería transformar un barrio donde se puede más o menos respirar y pasear a convertirse en un lugar lleno coches contaminación.,YES,CLAIM,NONE
507-29880-1,"Para que este barrio impulse la inversión hay que fomentar lugares de ocio educativo, teatros, cines, museos, eso si sería una buena inversión porque tenemos espacio para aparcar sin atascos, es una zona amplia y podemos llegar a hacer un barrio que promueva la cultura, y a su vez el consumo en restaurantes, terrazas, hacer incluso alguna terraza mirador en el parque la Gavia, donde hay buenas vistas al igual que la terraza que ya existe en el Cerro del Tio Pio en Puente de Vallecas y que por cierto es un lugar excepcional también para pasar un rato de ocio encuchando música y tomando algo por supuesto estos lugares tendrían que tener parques infantiles al lado para fomentar el encuentro familiar y disfrutar de todo lo que potencialmente tenemos y no hemos desarrollado aún.",YES,PREMISE,ADDITION
507-31565-0,La existencia de grandes edificios no implica para nada más contaminación.,YES,CLAIM,NONE
507-31565-1,Como ejemplo mira el complejo de Azca.,YES,PREMISE,EXPLANATION
507-31565-2,Es una zona totalmente restringida al tráfico en dónde tiene todo el interior zona peatonal.,YES,PREMISE,PRECISION
507-31565-3,Lo mismo ocurre con las cuatro torres de la zona norte.,YES,PREMISE,SIMILARITY
507-31565-4,Para nada hay más tráfico en esa zona del que ya hay en por ejemplo el nudo sur.,YES,PREMISE,PRECISION
507-32584-0,Esa propuesta no tiene que ver.,NO,SPAM,NONE
507-32676-0,Jaja ¿y que? jajaja.,NO,SPAM,NONE
507-32676-1,Es un pelmazo.,NO,SPAM,NONE
507-32834-0,Cada apoyo cuenta.,NO,SPAM,NONE
507-32678-0,"Lo de equilibrar económicamente Madrid es buena idea, pero eso abriría un debate más bien en lugar de ser una propuesta, creo yo.",NO,SPAM,NONE
507-32678-1,"Porque ¿Cómo hacerlo? ¿construyendo grandes edificios en el sur? ¿pero y si hay mejores maneras de crear riqueza en un barrio que construir grandes edificios de oficinas? ¿no habrá mejores maneras de atraer inversiones, y tiendas y que se yo? ¿Qué clase de riqueza buscamos? ¿conocéis la zona de la estación sur de autobuses y Méndez Álvaro, con esos enormes edificios vacíos de noche, sin tiendas un corte ingles sin viviendas, con unos cines donde de noche hay que cruzar de acera si viene alguien enfrente por lo solitario y abandonado que aparece todo a esas horas en que terminan las películas? ¿es esa la clase de riqueza que buscamos, artificial, de encargo de grandes despachos? ¿no será mejor la riqueza que germina en los barrios cuando se pone el caldo de cultivo adecuado y las condiciones adecuadas?.",NO,SPAM,NONE
507-32807-0,"Por mucho que hagas rascacielos y apartamentos de lujo en el sur, seguirá habiendo desequilibrio económico ya que el entorno no lo cambias, al igual que no cambias la delincuencia y la gente con la que convives, no estoy diciendo que en el norte sea todo de color de rosa, que hay problemas de desigualdad como en cualquier sitio, pero no lo veo factible, la verdad, además la gente de esos barrios se quejará del consecuente encarecimiento de la vida.",YES,PREMISE,ADDITION
507-34650-0,No estoy para nada de acuerdo contigo.,NO,SPAM,NONE
507-34650-1,En la zona de Mendez Álvaro que indicas como mal ejemplo creo que es todo lo contrario.,YES,CLAIM,NONE
507-34650-2,"Creo que no sabes como era esa zona antes de crear la zona de cine, centro comercial y torres.",YES,CLAIM,NONE
507-34650-3,Anteriormente esa zona era una escombrera dónde se vendía droga y había incluso chabolas.,YES,PREMISE,PRECISION
507-34650-4,Actualmente esa zona es muy rica y no tiene ningún tipo de problema.,YES,PREMISE,PRECISION
507-34650-5,"De hecho en la zona se han empezado a crear viviendas que son de lujo y algunas empresas muy importantes se han localizado muy próximas como una constructora y una multinacional española dedicada al refinado, y otra de distribución.",YES,PREMISE,EXPLANATION
507-34650-6,Vamos que creo que es un claro ejemplo de lo que mejora la zona.,YES,PREMISE,RESTATEMENT
507-34756-0,"Conozco la zona más de lo que se piensa, y aunque pongan oficinas no quiere decir nada.",NO,SPAM,NONE
507-34756-1,Que está mejor no lo puede dudar nadie con el mero hecho de asfaltar y condicionar la zona.,NO,SPAM,NONE
507-34756-2,"Por la mañana está bien con el tráfico normal de gente trabajando, pero la gente que quda cuando se acaba el tránsito de trabajo no la cambia.",NO,SPAM,NONE
507-34756-3,"En el Pozo el caso es parecido, ya no predominan las chabolas y la gentuza, pero por mucho ladrillo, farolas y adoquines que pongas para acondicionar las calles, barrios, no deja de haber más delincuencia y delitos.",YES,CLAIM,NONE
507-85785-0,De acuerdísimo con todo.,NO,SPAM,NONE
507-85785-1,Pienso igual.,NO,SPAM,NONE
507-85785-2,Soy de Carabanchel y esto no lo cambian unos rascacielos.,NO,SPAM,NONE
507-59634-0,Efectivamente.,NO,SPAM,NONE
507-59634-1,"Esa zona antiguamente era la flex, y estaba totalmente abandonada.",NO,SPAM,NONE
507-34789-0,Creo que lo que propones resultaría echar a la gente que vive en la zona sur de alquiler a una zona más barata y que sólo pervivirían los que ya son propietarios.,YES,CLAIM,NONE
507-34789-1,Justamente eso ha pasado en Méndez alvaro en muchos casos.,NO,SPAM,NONE
507-34789-2,"Así que creo que esta propuesta es un poco un lavado de cara que no sirve realmente, además de que cono comentan por ahí conllevaría un montón de tráfico e incomodidades además de que no estoy a favor de invertir en más construcción.",NO,SPAM,NONE
507-35406-0,No estoy del todo de acuerdo.,NO,SPAM,NONE
507-35406-1,"Esta claro que si la zona mejora el nivel de vida subirá pegado a esa zona, pero también se mejorará el nivel económico de la gente, mejorando la prosperidad de los negocios de la zona y se mejorará la cantidad de trabajo.",YES,PREMISE,ADDITION
507-35406-2,Respecto al tráfico estoy totalmente en desacuerdo con lo que dices.,NO,SPAM,NONE
507-35406-3,"Actualmente en las 4 torres trabajan miles de personas y no hay para nada ningún problema de tráfico alrededor, sin embargo en el nudo sur si hay a diario atascos.",YES,CLAIM,NONE
507-35406-4,"Las zonas más pobladas están en el sur y si el trabajo lo tienen en el sur habría menos desplazamientos, y si además les permites desplazarse en transporte público con una gran oferta de líneas de autobús, metro, cercanias, etc. , el tráfico mejoraría en la zona sur y en todo Madrid.",YES,PREMISE,ADDITION
507-38882-0,Crees que la gente que trabaja en sectores que no son de oficinas como por ejemplo la construcción o la hostelería que son la mayoría de los que viven de alquiler en el sur trabajarían y se beneficiarían de las torres? Dejo un enlace en relación a lo que digo: https: //es.,YES,CLAIM,NONE
507-38882-1,M. Wikipedia.,NO,SPAM,NONE
507-38882-2,Org/wiki/Gentrificaci%C3%B3n.,NO,SPAM,NONE
507-35403-0,Aquí hay una propuesta que resulta muy interesante y parecida a esta: .,NO,SPAM,NONE
507-37415-0,"Basta de propuestas como la de la Operación Chamartín, cuando en el sur hay desastres como las vías del tren, la M40 y otras carreteras que dividen y destrozan barrios y nadie ha dicho ni pío porque no hay intereses creados.",YES,CLAIM,NONE
507-37415-1,Que se solucione primero el sur de Madrid antes de volver a dejar precioso el norte a costa de machacar a los de siempre.,YES,CLAIM,NONE
507-59633-0,Totalmente de acuerdo con tu idea.,NO,SPAM,NONE
507-59633-1,Sobre todo en el hecho de que se sigan estudiando proyectos como el de chamartin y aquí en el sur no haya ningúno.,YES,CLAIM,NONE
507-60901-0,Sería genial conseguir más apoyos!.,NO,SPAM,NONE
507-66085-0,Una gran propuesta.,NO,SPAM,NONE
507-66085-1,A ver si el actual equipo de gobierno hace algo con contundencia con los barrios marginados del sur.,NO,SPAM,NONE
